Batch ID,Game ID,Tried,Completed
a021b4fb7a2dc75ff63b4cc4940fd5ac,Sudoku #1,12,0
a021b4fb7a2dc75ff63b4cc4940fd5ac,Sudoku #1,12,0
a021b4fb7a2dc75ff63b4cc4940fd5ac,Sudoku #1,12,0
3a587966dbf49345a06b72bebded7fe9,Sudoku #1,12,0
3a587966dbf49345a06b72bebded7fe9,Sudoku #1,11,0
5ab59966ae431304de5687e9ec32a984,Sudoku #1,11,0
5ab59966ae431304de5687e9ec32a984,Sudoku #1,11,0
5ab59966ae431304de5687e9ec32a984,Sudoku #1,3,0
2df56c33cf95d0c88c1aeaa16d712f7e,Sudoku #1,12,0
2df56c33cf95d0c88c1aeaa16d712f7e,Sudoku #1,12,0
2df56c33cf95d0c88c1aeaa16d712f7e,Sudoku #1,10,0
35c9594f821a2d980bad4a6497be5cca,Sudoku #1,12,7
35c9594f821a2d980bad4a6497be5cca,Sudoku #1,3,3
35c9594f821a2d980bad4a6497be5cca,Sudoku #1,2,2
35c9594f821a2d980bad4a6497be5cca,Sudoku #1,6,6
35c9594f821a2d980bad4a6497be5cca,Sudoku #1,9,3
35c9594f821a2d980bad4a6497be5cca,Sudoku #1,9,5
35c9594f821a2d980bad4a6497be5cca,Sudoku #1,12,0
35c9594f821a2d980bad4a6497be5cca,Sudoku #4,2,1
35c9594f821a2d980bad4a6497be5cca,Sudoku #1,3,4
35c9594f821a2d980bad4a6497be5cca,Sudoku #1,2,2
35c9594f821a2d980bad4a6497be5cca,Sudoku #1,12,0
35c9594f821a2d980bad4a6497be5cca,Sudoku #1,2,0
54dcc44a9522445a1c2c8ccd878bb979,Sudoku #1,2,2
54dcc44a9522445a1c2c8ccd878bb979,Sudoku #1,6,0
54dcc44a9522445a1c2c8ccd878bb979,Sudoku #1,12,4
54dcc44a9522445a1c2c8ccd878bb979,Sudoku #1,12,7
f2e2efb0ce7f066b1c5796b80572ce89,Sudoku #1,2,2
f2e2efb0ce7f066b1c5796b80572ce89,Sudoku #1,10,7
f2e2efb0ce7f066b1c5796b80572ce89,Sudoku #1,11,9
f2e2efb0ce7f066b1c5796b80572ce89,Sudoku #1,3,3
f2e2efb0ce7f066b1c5796b80572ce89,Sudoku #1,12,9
3a4db40d94d3cdd1f82fc25d01a599ed,Sudoku #1,5,0
3a4db40d94d3cdd1f82fc25d01a599ed,Sudoku #1,12,9
3a4db40d94d3cdd1f82fc25d01a599ed,Sudoku #1,12,4
3a4db40d94d3cdd1f82fc25d01a599ed,Sudoku #1,6,4
3a4db40d94d3cdd1f82fc25d01a599ed,Sudoku #1,4,4
3a4db40d94d3cdd1f82fc25d01a599ed,Sudoku #1,2,2
e64f19f421662040ee5ed39940b271c2,Sudoku #1,4,4
e64f19f421662040ee5ed39940b271c2,Sudoku #1,2,0
e64f19f421662040ee5ed39940b271c2,Sudoku #1,2,0
e64f19f421662040ee5ed39940b271c2,Sudoku #3,3,0
e64f19f421662040ee5ed39940b271c2,Sudoku #1,4,4
e64f19f421662040ee5ed39940b271c2,Sudoku #1,1,0
e64f19f421662040ee5ed39940b271c2,Sudoku #1,3,3
e64f19f421662040ee5ed39940b271c2,Sudoku #1,2,0
e64f19f421662040ee5ed39940b271c2,Sudoku #1,4,4
e64f19f421662040ee5ed39940b271c2,Sudoku #1,2,2
e64f19f421662040ee5ed39940b271c2,Sudoku #4,4,0
e64f19f421662040ee5ed39940b271c2,Sudoku #1,2,2
e64f19f421662040ee5ed39940b271c2,Sudoku #1,12,0
e64f19f421662040ee5ed39940b271c2,Sudoku #1,9,7
e64f19f421662040ee5ed39940b271c2,Sudoku #1,9,7
e64f19f421662040ee5ed39940b271c2,Sudoku #1,3,3
e64f19f421662040ee5ed39940b271c2,Sudoku #1,3,2
e64f19f421662040ee5ed39940b271c2,Sudoku #1,3,0
e64f19f421662040ee5ed39940b271c2,Sudoku #1,1,1
e64f19f421662040ee5ed39940b271c2,Sudoku #1,2,2
e64f19f421662040ee5ed39940b271c2,Sudoku #1,12,0
e64f19f421662040ee5ed39940b271c2,Sudoku #1,2,2
e64f19f421662040ee5ed39940b271c2,Sudoku #1,2,0
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #1,2,2
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #4,5,0
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #3,4,4
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #4,4,4
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #1,2,0
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #1,12,2
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #1,11,7
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #1,4,0
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #1,2,2
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #1,2,0
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #1,4,3
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #1,2,2
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #1,7,7
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #1,4,4
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #1,4,4
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #1,2,0
992505b4dfb230cca7fcdac40b0e1a6d,Sudoku #1,1,2
e84f08983cb3935efb462351bee70e92,Sudoku #1,5,0
e84f08983cb3935efb462351bee70e92,Sudoku #1,6,6
e84f08983cb3935efb462351bee70e92,Sudoku #1,2,2
e84f08983cb3935efb462351bee70e92,Sudoku #1,2,0
e84f08983cb3935efb462351bee70e92,Sudoku #1,11,6
e84f08983cb3935efb462351bee70e92,Sudoku #1,12,9
e84f08983cb3935efb462351bee70e92,Sudoku #1,2,0
e84f08983cb3935efb462351bee70e92,Sudoku #1,12,11
4fc4b5a643597ff840609e71da6168c8,Sudoku #1,2,0
4fc4b5a643597ff840609e71da6168c8,Sudoku #5,2,2
4fc4b5a643597ff840609e71da6168c8,Sudoku #1,12,5
4fc4b5a643597ff840609e71da6168c8,Sudoku #1,11,4
4fc4b5a643597ff840609e71da6168c8,Sudoku #1,3,3
4fc4b5a643597ff840609e71da6168c8,Sudoku #4,2,0
c88b26e1cb7f424d46bcf6aa12d2b0b7,Sudoku #1,2,0
c88b26e1cb7f424d46bcf6aa12d2b0b7,Sudoku #1,12,7
c88b26e1cb7f424d46bcf6aa12d2b0b7,Sudoku #1,12,10
c88b26e1cb7f424d46bcf6aa12d2b0b7,Sudoku #1,12,7
c88b26e1cb7f424d46bcf6aa12d2b0b7,Sudoku #4,11,0
c88b26e1cb7f424d46bcf6aa12d2b0b7,Sudoku #1,12,0
c88b26e1cb7f424d46bcf6aa12d2b0b7,Sudoku #1,5,4
ba201768fdd0c12fb5848a7d786001e5,Sudoku #3,2,2
ba201768fdd0c12fb5848a7d786001e5,Sudoku #1,1,0
ba201768fdd0c12fb5848a7d786001e5,Sudoku #1,2,2
ba201768fdd0c12fb5848a7d786001e5,Sudoku #1,12,0
ba201768fdd0c12fb5848a7d786001e5,Sudoku #1,12,5
ba201768fdd0c12fb5848a7d786001e5,Sudoku #1,3,0
ba201768fdd0c12fb5848a7d786001e5,Sudoku #1,12,6
ba201768fdd0c12fb5848a7d786001e5,Sudoku #1,12,4
ba201768fdd0c12fb5848a7d786001e5,Sudoku #1,3,0
ba201768fdd0c12fb5848a7d786001e5,Sudoku #1,2,2
ba201768fdd0c12fb5848a7d786001e5,Sudoku #4,9,9
ba201768fdd0c12fb5848a7d786001e5,Sudoku #4,1,0
d69bf85142b8e875e43ef749afa81915,Sudoku #1,3,0
d69bf85142b8e875e43ef749afa81915,Sudoku #1,3,0
d69bf85142b8e875e43ef749afa81915,Sudoku #1,2,0
d69bf85142b8e875e43ef749afa81915,Sudoku #4,12,0
d69bf85142b8e875e43ef749afa81915,Sudoku #1,2,2
d69bf85142b8e875e43ef749afa81915,Sudoku #1,2,2
d69bf85142b8e875e43ef749afa81915,Sudoku #1,3,0
d69bf85142b8e875e43ef749afa81915,Sudoku #1,2,0
d69bf85142b8e875e43ef749afa81915,Sudoku #1,12,12
d69bf85142b8e875e43ef749afa81915,Sudoku #4,12,0
d69bf85142b8e875e43ef749afa81915,Sudoku #1,12,9
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #1,4,0
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #1,2,2
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #1,12,6
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #1,12,11
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #1,12,9
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #4,3,0
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #2,2,2
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #4,4,4
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #4,5,0
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #1,2,2
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #1,3,0
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #1,2,0
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #1,1,1
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #1,2,2
2b0ed75800ff15c05bc24b26f4942b36,Sudoku #1,2,2
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,2,0
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,4,4
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,10,10
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,4,0
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,2,0
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,2,0
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,5,2
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,3,0
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,2,0
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,3,0
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,2,0
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,8,0
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,8,0
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,11,0
87867487b313fb8fdd2e9ce7cf6bb2b3,Sudoku #1,12,0
78523044719bab06c88d12f0342e0355,Sudoku #1,12,9
78523044719bab06c88d12f0342e0355,Sudoku #1,10,9
78523044719bab06c88d12f0342e0355,Sudoku #1,4,0
78523044719bab06c88d12f0342e0355,Sudoku #1,7,0
28f261c5bd192692615a544c9af20305,Sudoku #1,2,2
28f261c5bd192692615a544c9af20305,Sudoku #4,4,0
28f261c5bd192692615a544c9af20305,Sudoku #1,2,2
28f261c5bd192692615a544c9af20305,Sudoku #4,2,2
28f261c5bd192692615a544c9af20305,Sudoku #1,11,6
28f261c5bd192692615a544c9af20305,Sudoku #1,11,7
28f261c5bd192692615a544c9af20305,Sudoku #1,9,0
28f261c5bd192692615a544c9af20305,Sudoku #1,3,3
28f261c5bd192692615a544c9af20305,Sudoku #1,2,2
28f261c5bd192692615a544c9af20305,Sudoku #1,6,0
28f261c5bd192692615a544c9af20305,Sudoku #3,3,0
58c0021db33d47ee23ace49e76050a4a,Sudoku #1,3,3
58c0021db33d47ee23ace49e76050a4a,Sudoku #1,2,0
58c0021db33d47ee23ace49e76050a4a,Sudoku #1,4,4
58c0021db33d47ee23ace49e76050a4a,Sudoku #1,2,0
58c0021db33d47ee23ace49e76050a4a,Sudoku #1,12,0
58c0021db33d47ee23ace49e76050a4a,Sudoku #4,12,0
58c0021db33d47ee23ace49e76050a4a,Sudoku #1,12,0
58c0021db33d47ee23ace49e76050a4a,Sudoku #1,12,0
58c0021db33d47ee23ace49e76050a4a,Sudoku #1,2,2
58c0021db33d47ee23ace49e76050a4a,Sudoku #3,10,0
58c0021db33d47ee23ace49e76050a4a,Sudoku #1,12,10
58c0021db33d47ee23ace49e76050a4a,Sudoku #1,2,2
58c0021db33d47ee23ace49e76050a4a,Sudoku #1,5,0
228cff85d3a9adc003814d4f921778ab,Sudoku #1,2,0
228cff85d3a9adc003814d4f921778ab,Sudoku #1,3,0
228cff85d3a9adc003814d4f921778ab,Sudoku #4,12,8
228cff85d3a9adc003814d4f921778ab,Sudoku #1,12,0
228cff85d3a9adc003814d4f921778ab,Sudoku #1,12,9
228cff85d3a9adc003814d4f921778ab,Sudoku #1,12,0
228cff85d3a9adc003814d4f921778ab,Sudoku #1,2,0
646705df4bff3dbe46b9c21243926171,Sudoku #4,12,7
646705df4bff3dbe46b9c21243926171,Sudoku #4,12,12
646705df4bff3dbe46b9c21243926171,Sudoku #1,3,1
646705df4bff3dbe46b9c21243926171,Sudoku #1,4,4
646705df4bff3dbe46b9c21243926171,Sudoku #1,4,0
646705df4bff3dbe46b9c21243926171,Sudoku #1,12,10
646705df4bff3dbe46b9c21243926171,Sudoku #1,12,10
646705df4bff3dbe46b9c21243926171,Sudoku #3,10,0
b728ab9b01bafde2a896550287115071,Sudoku #1,3,0
b728ab9b01bafde2a896550287115071,Sudoku #4,1,0
b728ab9b01bafde2a896550287115071,Sudoku #1,2,0
b728ab9b01bafde2a896550287115071,Sudoku #1,12,12
b728ab9b01bafde2a896550287115071,Sudoku #1,12,10
b728ab9b01bafde2a896550287115071,Sudoku #1,12,2
b728ab9b01bafde2a896550287115071,Sudoku #1,2,0
b728ab9b01bafde2a896550287115071,Sudoku #1,3,0
b728ab9b01bafde2a896550287115071,Sudoku #1,3,0
b728ab9b01bafde2a896550287115071,Sudoku #1,2,0
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,5,0
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,3,3
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,2,0
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,2,0
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,4,0
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,2,0
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,4,0
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,2,2
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,8,8
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,11,8
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,1,1
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,12,9
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,12,6
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,12,6
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,12,10
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,12,12
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,1,0
54c9f28994e662c3d67f226abb272b0c,Sudoku #1,11,7
059efb27fc50cb5dd349547caebcd611,Sudoku #1,8,8
059efb27fc50cb5dd349547caebcd611,Sudoku #1,3,3
059efb27fc50cb5dd349547caebcd611,Sudoku #4,4,0
059efb27fc50cb5dd349547caebcd611,Sudoku #4,3,0
059efb27fc50cb5dd349547caebcd611,Sudoku #1,2,0
059efb27fc50cb5dd349547caebcd611,Sudoku #1,2,0
059efb27fc50cb5dd349547caebcd611,Sudoku #1,6,4
059efb27fc50cb5dd349547caebcd611,Sudoku #1,3,3
059efb27fc50cb5dd349547caebcd611,Sudoku #1,4,0
059efb27fc50cb5dd349547caebcd611,Sudoku #1,2,0
059efb27fc50cb5dd349547caebcd611,Sudoku #1,2,0
059efb27fc50cb5dd349547caebcd611,Sudoku #1,3,0
059efb27fc50cb5dd349547caebcd611,Sudoku #1,12,0
059efb27fc50cb5dd349547caebcd611,Sudoku #1,12,6
059efb27fc50cb5dd349547caebcd611,Sudoku #1,12,9
059efb27fc50cb5dd349547caebcd611,Sudoku #3,2,2
059efb27fc50cb5dd349547caebcd611,Sudoku #1,4,0
059efb27fc50cb5dd349547caebcd611,Sudoku #1,3,3
059efb27fc50cb5dd349547caebcd611,Sudoku #1,11,8
059efb27fc50cb5dd349547caebcd611,Sudoku #1,3,0
059efb27fc50cb5dd349547caebcd611,Sudoku #1,2,2
059efb27fc50cb5dd349547caebcd611,Sudoku #1,1,0
e274206b886ee50886f4e2d14e12a592,Sudoku #1,6,0
e274206b886ee50886f4e2d14e12a592,Sudoku #1,2,0
e274206b886ee50886f4e2d14e12a592,Sudoku #1,3,3
e274206b886ee50886f4e2d14e12a592,Sudoku #4,2,0
e274206b886ee50886f4e2d14e12a592,Sudoku #1,2,2
e274206b886ee50886f4e2d14e12a592,Sudoku #1,5,0
e274206b886ee50886f4e2d14e12a592,Sudoku #1,8,0
e274206b886ee50886f4e2d14e12a592,Sudoku #1,11,4
e274206b886ee50886f4e2d14e12a592,Sudoku #1,11,6
e274206b886ee50886f4e2d14e12a592,Sudoku #1,11,10
e274206b886ee50886f4e2d14e12a592,Sudoku #1,2,2
e274206b886ee50886f4e2d14e12a592,Sudoku #1,3,0
e274206b886ee50886f4e2d14e12a592,Sudoku #1,2,0
fe478b28d53ed8f813d8f9d9e1edf37d,Sudoku #1,2,0
fe478b28d53ed8f813d8f9d9e1edf37d,Sudoku #4,2,2
fe478b28d53ed8f813d8f9d9e1edf37d,Sudoku #4,12,10
fe478b28d53ed8f813d8f9d9e1edf37d,Sudoku #1,12,8
fe478b28d53ed8f813d8f9d9e1edf37d,Sudoku #1,12,12
fe478b28d53ed8f813d8f9d9e1edf37d,Sudoku #1,12,12
fe478b28d53ed8f813d8f9d9e1edf37d,Sudoku #3,10,6
fe478b28d53ed8f813d8f9d9e1edf37d,Sudoku #1,2,2
fe478b28d53ed8f813d8f9d9e1edf37d,Sudoku #1,2,0
fe478b28d53ed8f813d8f9d9e1edf37d,Sudoku #1,3,0
00c60662c980d31368990ad701e4ffd2,Sudoku #1,8,0
00c60662c980d31368990ad701e4ffd2,Sudoku #1,5,4
00c60662c980d31368990ad701e4ffd2,Sudoku #1,2,0
00c60662c980d31368990ad701e4ffd2,Sudoku #1,3,0
00c60662c980d31368990ad701e4ffd2,Sudoku #1,2,0
00c60662c980d31368990ad701e4ffd2,Sudoku #1,8,8
00c60662c980d31368990ad701e4ffd2,Sudoku #1,12,11
00c60662c980d31368990ad701e4ffd2,Sudoku #4,12,5
00c60662c980d31368990ad701e4ffd2,Sudoku #1,12,9
00c60662c980d31368990ad701e4ffd2,Sudoku #1,3,3
00c60662c980d31368990ad701e4ffd2,Sudoku #1,3,3
00c60662c980d31368990ad701e4ffd2,Sudoku #1,5,0
00c60662c980d31368990ad701e4ffd2,Sudoku #1,5,0
00c60662c980d31368990ad701e4ffd2,Sudoku #4,12,0
6e77a314197dd4e241a81296216693e4,Sudoku #4,11,7
6e77a314197dd4e241a81296216693e4,Sudoku #1,12,10
6e77a314197dd4e241a81296216693e4,Sudoku #1,3,0
6e77a314197dd4e241a81296216693e4,Sudoku #1,7,7
6e77a314197dd4e241a81296216693e4,Sudoku #1,8,0
6e77a314197dd4e241a81296216693e4,Sudoku #1,8,7
6e77a314197dd4e241a81296216693e4,Sudoku #1,12,7
6e77a314197dd4e241a81296216693e4,Sudoku #3,12,0
6e77a314197dd4e241a81296216693e4,Sudoku #1,1,0
6e77a314197dd4e241a81296216693e4,Sudoku #1,2,0
6e77a314197dd4e241a81296216693e4,Sudoku #3,3,0
6e77a314197dd4e241a81296216693e4,Sudoku #1,2,2
6e77a314197dd4e241a81296216693e4,Sudoku #1,2,0
6e77a314197dd4e241a81296216693e4,Sudoku #1,3,0
6e77a314197dd4e241a81296216693e4,Sudoku #1,7,7
6e77a314197dd4e241a81296216693e4,Sudoku #4,3,3
6e77a314197dd4e241a81296216693e4,Sudoku #1,9,6
6e77a314197dd4e241a81296216693e4,Sudoku #1,3,3
b138e45f77bd48e64ffe4f203e646402,Sudoku #1,9,8
b138e45f77bd48e64ffe4f203e646402,Sudoku #1,3,0
b138e45f77bd48e64ffe4f203e646402,Sudoku #1,2,2
b138e45f77bd48e64ffe4f203e646402,Sudoku #1,2,0
